Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780120613,500,,Aggregated,32.000000,7.000000,9100,10000,11000,13000,24000,29000,31000,33000,42000,43000,43000,1483,100,9100,10435.291393417376,220.2598749427125,42679.90995908622,2832.2730950775453
1780120614,500,,Aggregated,32.200000,8.600000,9200,11000,11000,14000,27000,29000,32000,36000,49000,49000,49000,1556,128,9200,10828.063574085329,220.2598749427125,48743.27004200313,2784.004498714653
1780120615,500,,Aggregated,31.900000,9.800000,9300,11000,12000,15000,29000,29000,33000,37000,49000,49000,49000,1605,148,9300,11095.700548071496,220.2598749427125,48743.27004200313,2741.5470404984426
1780120616,500,,Aggregated,33.600000,12.600000,9500,11000,12000,15000,29000,29000,33000,37000,49000,49000,49000,1654,166,9500,11283.908482737124,220.2598749427125,48743.27004200313,2739.0042321644496
1780120617,500,,Aggregated,36.200000,13.900000,9700,11000,12000,15000,29000,29000,33000,37000,49000,49000,49000,1709,173,9700,11369.08029453798,220.2598749427125,48743.27004200313,2758.3698069046227
1780120618,500,,Aggregated,36.200000,13.900000,9700,11000,12000,15000,29000,29000,33000,37000,49000,49000,49000,1725,173,9700,11328.657950499644,220.2598749427125,48743.27004200313,2759.1640579710147
1780120619,500,,Aggregated,39.500000,13.000000,9800,11000,12000,15000,29000,29000,33000,38000,49000,49000,49000,1740,177,9800,11372.598973220012,220.2598749427125,48743.27004200313,2748.539655172414
1780120620,500,,Aggregated,39.500000,13.000000,9900,11000,12000,14000,29000,29000,33000,38000,49000,49000,49000,1761,177,9900,11373.308694034597,220.2598749427125,48743.27004200313,2753.9335604770017
1780120621,500,,Aggregated,39.300000,11.300000,9900,11000,12000,14000,29000,29000,33000,38000,49000,49000,49000,1774,178,9900,11378.60303632747,220.2598749427125,48743.27004200313,2758.567643742954
1780120622,500,,Aggregated,39.300000,10.500000,10000,11000,12000,14000,29000,29000,33000,38000,49000,49000,49000,1785,182,10000,11407.452413274423,220.2598749427125,48743.27004200313,2748.721568627451
1780120623,500,,Aggregated,36.500000,10.100000,10000,11000,12000,14000,29000,29000,33000,37000,49000,49000,49000,1813,184,10000,11426.500918633128,220.2598749427125,48743.27004200313,2755.400441257584
1780120624,500,,Aggregated,34.200000,9.400000,10000,11000,12000,14000,29000,29000,33000,37000,49000,49000,49000,1836,191,10000,11505.759248447672,220.2598749427125,48743.27004200313,2750.806644880174
1780120625,500,,Aggregated,32.900000,8.300000,10000,11000,12000,14000,29000,29000,33000,37000,49000,49000,49000,1869,199,10000,11574.554509555464,220.2598749427125,48743.27004200313,2743.4440877474585
1780120626,500,,Aggregated,28.200000,6.100000,10000,11000,12000,14000,29000,29000,33000,37000,49000,49000,49000,1921,204,10000,11631.553406355551,220.2598749427125,48743.27004200313,2742.708485163977
1780120627,500,,Aggregated,28.200000,6.100000,10000,12000,12000,13000,29000,29000,33000,37000,49000,49000,49000,1949,204,10000,11611.092036355476,220.2598749427125,48743.27004200313,2732.645459209851
1780120628,500,,Aggregated,27.100000,3.600000,10000,12000,13000,13000,29000,29000,33000,37000,46000,49000,49000,2011,208,10000,11671.007713921805,220.2598749427125,48743.27004200313,2740.220785678767
1780120629,500,,Aggregated,27.100000,3.600000,10000,12000,13000,13000,29000,29000,32000,37000,46000,49000,49000,2051,213,10000,11701.79800233117,220.2598749427125,48743.27004200313,2735.449049244271
1780120630,500,,Aggregated,27.400000,3.500000,10000,12000,13000,13000,29000,29000,33000,37000,49000,55000,55000,2092,217,10000,11751.175806778281,220.2598749427125,54782.850999967195,2739.029636711281
1780120631,500,,Aggregated,31.200000,3.600000,11000,12000,13000,13000,29000,29000,32000,37000,49000,55000,55000,2114,217,11000,11749.170407752024,220.2598749427125,54782.850999967195,2756.636234626301
1780120632,500,,Aggregated,31.200000,3.600000,11000,12000,13000,13000,29000,29000,32000,37000,49000,55000,55000,2130,219,11000,11763.894099876448,220.2598749427125,54782.850999967195,2761.7676056338028
1780120633,500,,Aggregated,33.900000,4.000000,11000,12000,13000,13000,29000,29000,32000,37000,49000,55000,55000,2145,219,11000,11766.046883872019,220.2598749427125,54782.850999967195,2758.10675990676
1780120634,500,,Aggregated,34.600000,3.700000,11000,12000,13000,13000,29000,29000,32000,37000,49000,55000,55000,2159,220,11000,11743.639181561506,220.2598749427125,54782.850999967195,2765.291801760074
1780120635,500,,Aggregated,32.200000,3.600000,11000,12000,13000,13000,29000,29000,32000,37000,49000,55000,55000,2179,226,11000,11788.85951810332,220.2598749427125,54782.850999967195,2760.3754015603486
1780120636,500,,Aggregated,32.200000,3.600000,11000,12000,13000,13000,29000,29000,32000,37000,49000,55000,55000,2189,233,11000,11847.369303786836,220.2598749427125,54782.850999967195,2757.508451347647
1780120637,500,,Aggregated,31.400000,2.600000,11000,12000,13000,14000,29000,29000,32000,37000,49000,55000,55000,2213,247,11000,11925.121521363855,220.2598749427125,54782.850999967195,2742.777225485766
